"TOA5","CH-DAV_iDL_T1_35_1","CR1000","E7558","CR1000.Std.32.05","CPU:CH-DAV_iDL_T1_35_1.CR1","48867","iDL_T1_35_1_TBL1"
"TIMESTAMP","RECORD","SW_IN_IU_1_1_1","SW_IN_1_1_1","LW_IN_IU_1_1_1","LW_IN_1_1_1","SW_OUT_IU_1_1_1","SW_OUT_1_1_1","LW_OUT_IU_1_1_1","LW_OUT_1_1_1","LW_T_BODY_1_1_1","PPFD_IN_IU_1_1_1","PPFD_IN_1_1_1","PPFD_OUT_IU_1_1_1","PPFD_OUT_1_1_1","PPFD_DIF_1_1_1","SV_LOGGER_T1_35_1","T_LOGGER_T1_35_1","DNTP_LOGGER_T1_35_1","HEAT_HS50_T1B1_35_1_FLAG","HEAT_R350_T1B1_35_1_FLAG","SUN_T1_35_1","LW_IN_RAW_T1_35_2","LW_OUT_RAW_T1_35_2","TA_HEAT_T1_35_1","PPFD_IN_T1_35_3"
"TS","RN","mV","W.meter-2","mV","W.meter-2","mV","W.meter-2","mV","W.meter-2","Deg C","","umol.m-2.s-1","","umol.m-2.s-1","umol.m-2.s-1","V","Deg C","ms","flag","flag","Boolean","W.meter-2","W.meter-2","Deg C","umol.m-2.s-1"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-06-30 02:22:00",3805367,-0.1062037,-9.797389,-0.7570984,326.016,-0.03695599,-2.912214,-0.173793,373.2581,14.12636,0,0,0,0,0,12.06,17.69,-125,0,0,0,-60.1827,-12.94066,12.54375,0
"2022-06-30 02:22:10",3805368,-0.1062037,-9.797389,-0.7590961,325.7397,-0.03595718,-2.833505,-0.173793,373.1406,14.10451,0,0,0,0,0,12.08,17.66,-125,0,0,0,-60.3415,-12.94066,12.54375,0
"2022-06-30 02:22:20",3805369,-0.1062037,-9.797389,-0.7610937,325.5809,-0.03595718,-2.833505,-0.1757907,372.9918,14.10451,0,0,0,0,0,12.08,17.66,-125,0,0,0,-60.50029,-13.0894,12.54375,0
"2022-06-30 02:22:30",3805370,-0.1062037,-9.797389,-0.7640901,325.3427,-0.03695599,-2.912214,-0.1757907,372.9918,14.10451,0,0,0,0,0,12.11,17.66,-125,0,0,0,-60.73848,-13.0894,12.54375,0
"2022-06-30 02:22:40",3805371,-0.1062037,-9.797389,-0.7670866,325.1045,-0.03695599,-2.912214,-0.1757907,372.9918,14.10451,0,0,0,0,0,12.08,17.66,-125,0,0,0,-60.97668,-13.0894,12.54375,0
"2022-06-30 02:22:50",3805372,-0.1062037,-9.797389,-0.7710818,324.9044,-0.03695599,-2.912214,-0.1747919,373.1837,14.12636,0,0,0.003318866,0.6112092,0,12.07,17.66,-125,0,0,0,-61.29426,-13.01503,12.54375,0
"2022-06-30 02:23:00",3805373,-0.1062037,-9.797389,-0.7710818,324.787,-0.03695599,-2.912214,-0.1757907,372.9918,14.10451,0,0,0.003318866,0.6112092,0,12.07,17.66,-125,0,0,0,-61.29426,-13.0894,12.54375,0
"2022-06-30 02:23:10",3805374,-0.1062037,-9.797389,-0.7730795,324.7456,-0.03695599,-2.912214,-0.1757907,373.1093,14.12636,0,0,0,0,0,12.11,17.66,-125,0,0,0,-61.45306,-13.0894,12.54375,0
"2022-06-30 02:23:20",3805375,-0.1062041,-9.797428,-0.777081,324.3101,-0.03795511,-2.990947,-0.1757921,372.9917,14.10451,0,0,0,0,0,12.11,17.66,-125,0,0,0,-61.77114,-13.08951,12.709,0
"2022-06-30 02:23:30",3805376,-0.1062041,-9.797428,-0.7790787,324.1513,-0.03795511,-2.990947,-0.1757921,372.9917,14.10451,0,0,0,0,0,12.08,17.66,-125,0,0,0,-61.92994,-13.08951,12.54488,0
"2022-06-30 02:23:40",3805377,-0.1062041,-9.797428,-0.7810763,324.11,-0.0369563,-2.912238,-0.1767909,373.0348,14.12636,0,0,0,0,0,12.08,17.66,-125,0,0,0,-62.08874,-13.16388,12.54488,0
"2022-06-30 02:23:50",3805378,-0.1062041,-9.797428,-0.7810763,323.9925,-0.0369563,-2.912238,-0.1757921,372.9917,14.10451,0,0,0,0,0,12.11,17.66,-125,0,0,0,-62.08874,-13.08951,12.54488,0
"2022-06-30 02:24:00",3805379,-0.1062041,-9.797428,-0.7820751,324.0306,-0.03595748,-2.833529,-0.1737945,373.2579,14.12636,0,0,0.003318879,0.6112116,0,12.11,17.66,-125,0,0,0,-62.16813,-12.94076,12.54488,0
"2022-06-30 02:24:10",3805380,-0.1062041,-9.797428,-0.7830739,323.9512,-0.03595748,-2.833529,-0.1737945,373.2579,14.12636,0,0,0,0,0,12.1,17.66,-125,0,0,0,-62.24753,-12.94076,12.54488,0
"2022-06-30 02:24:20",3805381,-0.1062041,-9.797428,-0.7810763,323.9925,-0.03495866,-2.754819,-0.1757921,372.9917,14.10451,0,0,0,0,0,12.11,17.66,-125,0,0,0,-62.08874,-13.08951,12.54488,0
"2022-06-30 02:24:30",3805382,-0.1062041,-9.797428,-0.7830739,323.8337,-0.03395984,-2.67611,-0.1747933,373.0661,14.10451,0,0,-0.003318879,-0.6112116,0,12.05,17.66,-125,0,0,0,-62.24753,-13.01514,12.54488,0
"2022-06-30 02:24:40",3805383,-0.1062039,-9.797405,-0.7850656,323.7928,-0.03296077,-2.597381,-0.1737932,373.258,14.12636,0,0,0,0,0,12.11,17.66,-125,0,0,0,-62.40585,-12.94067,12.5442,0
"2022-06-30 02:24:50",3805384,-0.1062039,-9.797405,-0.7850656,323.6754,-0.03196196,-2.518673,-0.1717955,373.2893,14.10451,0,0,0,0,0,12.06,17.66,-125,0,0,0,-62.40585,-12.79192,12.5442,0
"2022-06-30 02:25:00",3805385,-0.1062039,-9.797405,-0.7840668,323.8723,-0.03096315,-2.439964,-0.1737932,373.258,14.12636,0,0,0,0,0,12.09,17.66,-125,0,0,0,-62.32645,-12.94067,12.5442,0
"2022-06-30 02:25:10",3805386,-0.1062039,-9.797405,-0.7850656,323.6754,-0.03096315,-2.439964,-0.174792,373.0662,14.10451,0,0,0,0,0,12.08,17.66,-125,0,0,0,-62.40585,-13.01504,12.5442,0
"2022-06-30 02:25:20",3805387,-0.1062039,-9.797405,-0.7850656,323.7928,-0.03096315,-2.439964,-0.1757908,373.1093,14.12636,0,0,0,0,0,12.1,17.66,-125,0,0,0,-62.40585,-13.08941,12.5442,0
"2022-06-30 02:25:30",3805388,-0.1062039,-9.797405,-0.7860644,323.5959,-0.03096315,-2.439964,-0.1737932,373.1405,14.10451,0,0,0,0,0,12.06,17.66,-125,0,0,0,-62.48525,-12.94067,12.5442,0
"2022-06-30 02:25:40",3805389,-0.1062039,-9.797405,-0.7840668,323.7548,-0.02996434,-2.361256,-0.1757908,372.9918,14.10451,0,0,0,0,0,12.09,17.64,-125,0,0,0,-62.32645,-13.08941,12.5442,0
"2022-06-30 02:25:50",3805390,-0.1062039,-9.797405,-0.783068,323.8341,-0.02996434,-2.361256,-0.1757908,372.9918,14.10451,0,0,0,0,0,12.08,17.64,-125,0,0,0,-62.24706,-13.08941,12.5442,0
"2022-06-30 02:26:00",3805391,-0.1062039,-9.797405,-0.783068,323.8341,-0.02996434,-2.361256,-0.1757908,372.9918,14.10451,0,0,0,0,0,12.1,17.64,-125,0,0,0,-62.24706,-13.08941,12.54439,0
"2022-06-30 02:26:10",3805392,-0.1062039,-9.79741,-0.7850502,323.565,-0.02996375,-2.36121,-0.1757873,372.8805,14.08379,0,0,0,0,0,12.11,17.66,-125,0,0,0,-62.40463,-13.08915,12.54439,0
"2022-06-30 02:26:20",3805393,-0.1062039,-9.79741,-0.7830527,323.7238,-0.02996375,-2.36121,-0.1757873,372.8805,14.08379,0,0,0,0,0,12.09,17.64,-125,0,0,0,-62.24584,-13.08915,12.54439,0
"2022-06-30 02:26:30",3805394,-0.1062039,-9.79741,-0.7850502,323.6766,-0.02896496,-2.282503,-0.172791,373.2152,14.10451,0,0,0,0,0,12.08,17.64,-125,0,0,0,-62.40463,-12.86604,12.54439,0
"2022-06-30 02:26:40",3805395,-0.1062039,-9.79741,-0.7850502,323.6766,-0.02896496,-2.282503,-0.1717922,373.2896,14.10451,0,0,0,0,0,12.08,17.64,-125,0,0,0,-62.40463,-12.79167,12.54439,0
"2022-06-30 02:26:50",3805396,-0.1062039,-9.79741,-0.786049,323.5972,-0.02796617,-2.203796,-0.1717922,373.2896,14.10451,0,0,0,0,0,12.11,17.66,-125,0,0,0,-62.48402,-12.79167,12.62645,0
"2022-06-30 02:27:00",3805397,-0.1062039,-9.79741,-0.7850502,323.7941,-0.02796617,-2.203796,-0.1697946,373.5558,14.12636,0,0,0,0,0,12.1,17.66,-125,0,0,0,-62.40463,-12.64293,12.62645,0
"2022-06-30 02:27:10",3805398,-0.1062039,-9.79741,-0.7850502,323.6766,-0.02796617,-2.203796,-0.1697946,373.4383,14.10451,0,0,0,0,0,12.11,17.64,-125,0,0,0,-62.40463,-12.64293,12.70842,0
"2022-06-30 02:27:20",3805399,-0.1028851,-9.491241,-0.7870478,323.5178,-0.02796617,-2.203796,-0.1697946,373.4383,14.10451,0,0,0,0,0,12.07,17.64,-125,0,0,0,-62.56342,-12.64293,12.6273,0
"2022-06-30 02:27:30",3805400,-0.1028854,-9.491269,-0.7890657,323.3574,-0.02696807,-2.125144,-0.169799,373.438,14.10451,0,0,0,0,0,12.07,17.64,-125,0,0,0,-62.72383,-12.64326,12.62807,0
"2022-06-30 02:27:40",3805401,-0.1028854,-9.491269,-0.7910634,323.3098,-0.02796689,-2.203852,-0.169799,373.5492,14.12523,0,0,0.003318883,0.6112123,0,12.1,17.64,-125,0,0,0,-62.88262,-12.64326,12.62807,0
"2022-06-30 02:27:50",3805402,-0.1028854,-9.491269,-0.7910634,323.3161,-0.02796689,-2.203852,-0.1717966,373.4067,14.12636,0,0,0,0,0,12.08,17.64,-125,0,0,0,-62.88262,-12.792,12.62807,0
"2022-06-30 02:28:00",3805403,-0.1028854,-9.491269,-0.793061,323.0398,-0.02796689,-2.203852,-0.1717966,373.2892,14.10451,0,0,0.003318883,0.6112123,0,12.05,17.64,-125,0,0,0,-63.04142,-12.792,12.62807,0
"2022-06-30 02:28:10",3805404,-0.1028854,-9.491269,-0.7940598,323.0716,-0.02796689,-2.203852,-0.1717966,373.4005,14.12523,0,0,0,0,0,12.06,17.64,-125,0,0,0,-63.12081,-12.792,12.62807,0
"2022-06-30 02:28:20",3805405,-0.1028854,-9.491269,-0.7950586,322.881,-0.02796689,-2.203852,-0.1717966,373.2892,14.10451,0,0,0,0,0,12.09,17.64,-125,0,0,0,-63.20021,-12.792,12.62807,0
"2022-06-30 02:28:30",3805406,-0.09956647,-9.1851,-0.7970563,322.7222,-0.02796689,-2.203852,-0.1727954,373.2148,14.10451,0,0,0,0,0,12.09,17.64,-125,0,0,0,-63.359,-12.86637,12.62807,0
"2022-06-30 02:28:40",3805407,-0.09956647,-9.1851,-0.7970563,322.8334,-0.02796689,-2.203852,-0.1737942,373.2517,14.12523,0,0,0,0,0,12.08,17.64,-125,0,0,0,-63.359,-12.94075,12.62807,0
"2022-06-30 02:28:50",3805408,-0.09956618,-9.185072,-0.7990483,322.5638,-0.02796669,-2.203837,-0.1757906,372.9918,14.10451,0,0,0,0,0,12.09,17.64,-125,0,0,0,-63.51735,-13.0894,12.6273,0
"2022-06-30 02:29:00",3805409,-0.09956618,-9.185072,-0.7980495,322.7545,-0.02796669,-2.203837,-0.1777883,372.9543,14.12523,0,0,0,0,0,12.1,17.64,-125,0,0,0,-63.43796,-13.23814,12.66786,0
"2022-06-30 02:29:10",3805410,-0.09956618,-9.185072,-0.8000472,322.5957,-0.0289655,-2.282545,-0.1797859,372.8056,14.12523,0,0,0,0,0,12.1,17.64,-125,0,0,0,-63.59676,-13.38688,12.6273,0
"2022-06-30 02:29:20",3805411,-0.09956618,-9.185072,-0.8050412,322.1987,-0.0289655,-2.282545,-0.1797859,372.8056,14.12523,0,0,0,0,0,12.08,17.64,-125,0,0,0,-63.99374,-13.38688,12.70845,0
"2022-06-30 02:29:30",3805412,-0.09956618,-9.185072,-0.8050412,322.0875,-0.0289655,-2.282545,-0.1797859,372.6943,14.10451,0,0,0,0,0,12.1,17.64,-125,0,0,0,-63.99374,-13.38688,12.70845,0
"2022-06-30 02:29:40",3805413,-0.09956618,-9.185072,-0.8070388,322.0399,-0.02996431,-2.361254,-0.1797859,372.8056,14.12523,0,0,0,0,0,12.1,17.64,-125,0,0,0,-64.15253,-13.38688,12.70845,0
"2022-06-30 02:29:50",3805414,-0.09956618,-9.185072,-0.8070388,322.2753,-0.02996431,-2.361254,-0.1777883,373.1897,14.16896,0,0,0,0,0,12.11,17.64,-125,0,0,0,-64.15253,-13.23814,12.70845,0
"2022-06-30 02:30:00",3805415,-0.09956618,-9.185072,-0.8090364,321.8874,-0.0289655,-2.282545,-0.1777883,372.9606,14.12636,0,0,0,0,0,12.06,17.64,-125,0,0,0,-64.31133,-13.23814,12.62642,0
"2022-06-30 02:30:10",3805416,-0.09956618,-9.185072,-0.811034,321.6111,-0.0289655,-2.282545,-0.1777883,372.8431,14.10451,0,0,0,0,0,12.08,17.64,-125,0,0,0,-64.47012,-13.23814,12.70845,0
"2022-06-30 02:30:20",3805417,-0.09956617,-9.185071,-0.8110293,321.6115,-0.02896533,-2.282532,-0.1777872,372.8431,14.10451,0,0,0,0,0,12.1,17.64,-125,0,0,0,-64.46974,-13.23806,12.70842,0
"2022-06-30 02:30:30",3805418,-0.09956617,-9.185071,-0.8130269,321.4527,-0.02896533,-2.282532,-0.1797848,372.6944,14.10451,0,0,0,0,0,12.07,17.64,-125,0,0,0,-64.62853,-13.38681,12.66783,0
"2022-06-30 02:30:40",3805419,-0.09956617,-9.185071,-0.8170221,321.2463,-0.02896533,-2.282532,-0.1817824,372.6569,14.12523,0,0,0,0,0,12.1,17.64,-125,0,0,0,-64.94611,-13.53555,12.70842,0
"2022-06-30 02:30:50",3805420,-0.09956617,-9.185071,-0.823015,320.6587,-0.02896533,-2.282532,-0.18378,372.3969,14.10451,0,0,0,0,0,12.1,17.64,-125,0,0,0,-65.42249,-13.68429,12.70842,0
"2022-06-30 02:31:00",3805421,-0.09956617,-9.185071,-0.8270102,320.4586,-0.02896533,-2.282532,-0.1817824,372.6631,14.12636,0,0,0,0,0,12.07,17.64,-125,0,0,0,-65.74008,-13.53555,12.54433,0
"2022-06-30 02:31:10",3805422,-0.09956617,-9.185071,-0.8270102,320.5699,-0.02896533,-2.282532,-0.1777872,373.0719,14.14708,0,0,0,0,0,12.11,17.64,-125,0,0,0,-65.74008,-13.23806,12.54433,0
"2022-06-30 02:31:20",3805423,-0.09956617,-9.185071,-0.828009,320.373,-0.02896533,-2.282532,-0.1797848,372.8056,14.12523,0,0,0,0,0,12.11,17.64,-125,0,0,0,-65.81947,-13.38681,12.54433,0
"2022-06-30 02:31:30",3805424,-0.09956617,-9.185071,-0.8290078,320.2936,-0.02896533,-2.282532,-0.1797848,372.8056,14.12523,0,0,0,0,0,12.11,17.64,-125,0,0,0,-65.89887,-13.38681,12.62639,0
"2022-06-30 02:31:40",3805425,-0.09956568,-9.185026,-0.8319995,320.1733,-0.02896517,-2.28252,-0.178785,372.9976,14.14708,0,0,0,0,0,12.07,17.64,-125,0,0,0,-66.13669,-13.31236,12.62508,0
"2022-06-30 02:31:50",3805426,-0.1028845,-9.491195,-0.8329983,319.9763,-0.02896517,-2.28252,-0.1797838,372.8057,14.12523,0,0,0,0,0,12.1,17.64,-125,0,0,0,-66.21609,-13.38673,12.70705,0
"2022-06-30 02:32:00",3805427,-0.1028845,-9.491195,-0.834996,319.8176,-0.02896517,-2.28252,-0.1817814,372.657,14.12523,0,0,0,0,0,12.12,17.64,-125,0,0,0,-66.37488,-13.53547,12.62508,0
"2022-06-30 02:32:10",3805428,-0.1028845,-9.491195,-0.8369936,319.7763,-0.02896517,-2.28252,-0.1777862,373.072,14.14708,0,0,0,0,0,12.07,17.64,-125,0,0,0,-66.53367,-13.23799,12.62508,0
"2022-06-30 02:32:20",3805429,-0.1028845,-9.491195,-0.8359948,319.6269,-0.02896517,-2.28252,-0.1807826,372.6201,14.10451,0,0,0,0,0,12.08,17.64,-125,0,0,0,-66.45428,-13.4611,12.62508,0
"2022-06-30 02:32:30",3805430,-0.1062034,-9.797361,-0.8369936,319.6588,-0.02996397,-2.361227,-0.1797838,372.8057,14.12523,0,0,0,0,0,12.1,17.64,-125,0,0,0,-66.53367,-13.38673,12.54305,0
"2022-06-30 02:32:40",3805431,-0.1062034,-9.797361,-0.834996,319.7063,-0.02996397,-2.361227,-0.1797838,372.6945,14.10451,0,0,0,0,0,12.11,17.64,-125,0,0,0,-66.37488,-13.38673,12.54305,0
"2022-06-30 02:32:50",3805432,-0.1062034,-9.797361,-0.834996,319.8238,-0.02996397,-2.361227,-0.178785,372.8864,14.12636,0,0,0,0,0,12.06,17.64,-125,0,0,0,-66.37488,-13.31236,12.54305,0
"2022-06-30 02:33:00",3805433,-0.1062034,-9.797361,-0.8329983,319.8651,-0.02996397,-2.361227,-0.1777862,372.8432,14.10451,0,0,0,0,0,12.1,17.64,-125,0,0,0,-66.21609,-13.23799,12.54274,0
"2022-06-30 02:33:10",3805434,-0.1062033,-9.797351,-0.8329716,319.8672,-0.02896424,-2.282446,-0.175783,372.9924,14.10451,0,0,0,0,0,12.08,17.64,-125,0,0,0,-66.21396,-13.08883,12.54274,0
"2022-06-30 02:33:20",3805435,-0.1062033,-9.797351,-0.8329716,319.8672,-0.02796547,-2.203741,-0.175783,372.9924,14.10451,0,0,0,0,0,12.07,17.62,-125,0,0,0,-66.21396,-13.08883,12.54274,0
"2022-06-30 02:33:30",3805436,-0.1062033,-9.797351,-0.8309741,320.1373,-0.02796547,-2.203741,-0.1737854,373.2523,14.12523,0,0,0,0,0,12.1,17.62,-125,0,0,0,-66.05518,-12.94009,12.54274,0
"2022-06-30 02:33:40",3805437,-0.1062033,-9.797351,-0.826979,320.4548,-0.02696671,-2.125036,-0.175783,373.1036,14.12523,0,0,0,0,0,12.09,17.62,-125,0,0,0,-65.7376,-13.08883,12.54274,0
"2022-06-30 02:33:50",3805438,-0.1028844,-9.491184,-0.8209864,321.0487,-0.02696671,-2.125036,-0.175783,373.2211,14.14708,0,0,0,0,0,12.1,17.62,-125,0,0,0,-65.26125,-13.08883,12.7068,0
"2022-06-30 02:34:00",3805439,-0.1028844,-9.491184,-0.8169914,321.255,-0.02696671,-2.125036,-0.1637978,374.0023,14.12636,0,0,0,0,0,12.09,17.62,-125,0,0,0,-64.94367,-12.19641,12.70769,0
"2022-06-30 02:34:10",3805440,-0.09956558,-9.185017,-0.8149939,321.4076,-0.02596794,-2.046331,-0.1608015,374.2191,14.12523,0,0,0,0,0,12.07,17.62,-125,0,0,0,-64.78489,-11.9733,12.70854,0
"2022-06-30 02:34:20",3805441,-0.09624673,-8.878849,-0.8189889,321.09,-0.02496917,-1.967626,-0.1667941,373.7729,14.12523,0,0,0,0,0,12.08,17.62,-125,0,0,0,-65.10246,-12.41951,12.7906,0
"2022-06-30 02:34:30",3805442,-0.09624622,-8.878802,-0.8200105,321.0088,-0.02596867,-2.046388,-0.1717927,373.4007,14.12523,0,0,0,0,0,12.11,17.62,-125,0,0,0,-65.18367,-12.79171,12.8712,0
"2022-06-30 02:34:40",3805443,-0.09624622,-8.878802,-0.8210093,321.041,-0.02696746,-2.125095,-0.1767867,373.1405,14.14598,0,0,0,0,0,12.06,17.62,-125,0,0,0,-65.26306,-13.16356,12.83061,0
"2022-06-30 02:34:50",3805444,-0.09292739,-8.572638,-0.8270021,320.6822,-0.02796625,-2.203803,-0.1797831,373.0349,14.16783,0,0,0,0,0,12.08,17.62,-125,0,0,0,-65.73943,-13.38668,12.78917,0
"2022-06-30 02:35:00",3805445,-0.09624622,-8.878802,-0.8250045,320.8409,-0.02896505,-2.28251,-0.1807819,372.9605,14.16783,0,0,0,0,0,12.04,17.62,-125,0,0,0,-65.58064,-13.46105,12.70711,0
"2022-06-30 02:35:10",3805446,-0.09624622,-8.878802,-0.8250045,320.7234,-0.02896505,-2.28251,-0.1817807,372.7686,14.14598,0,0,0,0,0,12.05,17.62,-125,0,0,0,-65.58064,-13.53542,12.78917,0
"2022-06-30 02:35:20",3805447,-0.09624622,-8.878802,-0.8250045,320.7234,-0.02896505,-2.28251,-0.1827794,372.6943,14.14598,0,0,0,0,0,12.08,17.62,-125,0,0,0,-65.58064,-13.60979,12.8712,0
"2022-06-30 02:35:30",3805448,-0.09292739,-8.572638,-0.8210093,321.041,-0.03096264,-2.439924,-0.1757879,373.2148,14.14598,0,0,0,0,0,12.1,17.62,-125,0,0,0,-65.26306,-13.08919,12.79002,0
"2022-06-30 02:35:40",3805449,-0.09292739,-8.572638,-0.8210093,321.041,-0.03096264,-2.439924,-0.1737903,373.3636,14.14598,0,0,0,0,0,12.07,17.62,-125,0,0,0,-65.26306,-12.94045,12.87202,0
"2022-06-30 02:35:50",3805450,-0.0929273,-8.572629,-0.8210052,321.2705,-0.02996369,-2.361205,-0.1677967,374.0391,14.18855,0,0,0,0,0,12.11,17.62,-125,0,0,0,-65.26273,-12.49417,12.87178,0
"2022-06-30 02:36:00",3805451,-0.08960847,-8.266464,-0.8200064,321.3437,-0.02996369,-2.361205,-0.1657991,374.1816,14.18739,0,0,0,0,0,12.11,17.62,-125,0,0,0,-65.18334,-12.34543,12.91325,0
"2022-06-30 02:36:10",3805452,-0.08960847,-8.266464,-0.822004,321.1849,-0.02996369,-2.361205,-0.1677967,374.0328,14.18739,0,0,0,0,0,12.11,17.62,-125,0,0,0,-65.34213,-12.49417,13.03673,0
"2022-06-30 02:36:20",3805453,-0.08960847,-8.266464,-0.8279967,320.7085,-0.0289649,-2.282498,-0.1817797,372.9917,14.18739,0,0,0,0,0,12.06,17.62,-125,0,0,0,-65.8185,-13.53535,13.03673,0
"2022-06-30 02:36:30",3805454,-0.08960847,-8.266464,-0.8369858,320.1053,-0.03096248,-2.439912,-0.1937652,372.2105,14.20811,0,0,0,0,0,12.06,17.62,-125,0,0,0,-66.53306,-14.42779,12.8726,0
"2022-06-30 02:36:40",3805455,-0.08960847,-8.266464,-0.840981,319.7877,-0.03096248,-2.439912,-0.1897701,372.508,14.20811,0,0,0,0,0,12.1,17.62,-125,0,0,0,-66.85064,-14.13031,12.95378,0
"2022-06-30 02:36:50",3805456,-0.0929273,-8.572629,-0.8369858,320.1053,-0.03096248,-2.439912,-0.1857749,372.8055,14.20811,0,0,0,0,0,12.09,17.62,-125,0,0,0,-66.53306,-13.83283,12.78972,0
"2022-06-30 02:37:00",3805457,-0.0929273,-8.572629,-0.8329907,320.5345,-0.03096248,-2.439912,-0.1817797,373.2147,14.22887,0,0,0,0,0,12.1,17.62,-125,0,0,0,-66.21548,-13.53535,12.87178,0
"2022-06-30 02:37:10",3805458,-0.0929273,-8.572629,-0.8309931,320.811,-0.02996369,-2.361205,-0.1817797,373.3323,14.25072,0,0,0,0,0,12.1,17.62,-125,0,0,0,-66.05669,-13.53535,12.87178,0
"2022-06-30 02:37:20",3805459,-0.09292746,-8.572643,-0.8339863,320.4554,-0.02996358,-2.361197,-0.1857742,372.9173,14.22887,0,0,0,0,0,12.1,17.62,-125,0,0,0,-66.29462,-13.83278,12.87224,0
"2022-06-30 02:37:30",3805460,-0.09292746,-8.572643,-0.8389803,320.0584,-0.02996358,-2.361197,-0.1857742,372.9173,14.22887,0,0,0,0,0,12.1,17.62,-125,0,0,0,-66.6916,-13.83278,12.79021,0
"2022-06-30 02:37:40",3805461,-0.09292746,-8.572643,-0.8409778,320.0114,-0.02996358,-2.361197,-0.1837766,373.1777,14.24959,0,0,0,0,0,12.08,17.62,-125,0,0,0,-66.85039,-13.68404,12.79021,0
"2022-06-30 02:37:50",3805462,-0.09292746,-8.572643,-0.8389803,320.1702,-0.02996358,-2.361197,-0.1857742,373.029,14.24959,0,0,0,0,0,12.08,17.62,-125,0,0,0,-66.6916,-13.83278,12.87138,0
"2022-06-30 02:38:00",3805463,-0.09624629,-8.87881,-0.8379815,320.2495,-0.02996358,-2.361197,-0.1857742,373.029,14.24959,0,0,0,0,0,12.09,17.62,-125,0,0,0,-66.61221,-13.83278,12.87138,0
"2022-06-30 02:38:10",3805464,-0.09624629,-8.87881,-0.8349851,320.4877,-0.02996358,-2.361197,-0.1857742,373.029,14.24959,0,0,0,0,0,12.09,17.62,-125,0,0,0,-66.37402,-13.83278,12.87138,0
"2022-06-30 02:38:20",3805465,-0.09624629,-8.87881,-0.83099,320.8053,-0.02996358,-2.361197,-0.1837766,373.1777,14.24959,0,0,0,0,0,12.09,17.62,-125,0,0,0,-66.05644,-13.68404,12.87138,0
"2022-06-30 02:38:30",3805466,-0.09292746,-8.572643,-0.8299912,320.8847,-0.0289648,-2.28249,-0.1817791,373.3264,14.24959,0,0,0,0,0,12.09,17.62,-125,0,0,0,-65.97704,-13.5353,12.8308,0
"2022-06-30 02:38:40",3805467,-0.09292778,-8.572673,-0.8289904,321.0757,-0.02896472,-2.282484,-0.1817786,373.4379,14.27031,0,0,0,0,0,12.1,17.62,-125,0,0,0,-65.89749,-13.53526,12.79115,0
"2022-06-30 02:38:50",3805468,-0.09292778,-8.572673,-0.830988,320.9169,-0.02896472,-2.282484,-0.1827774,373.3635,14.27031,0,0,0,0,0,12.11,17.62,-125,0,0,0,-66.05628,-13.60963,12.79115,0
"2022-06-30 02:39:00",3805469,-0.09292778,-8.572673,-0.8289904,321.0757,-0.02896472,-2.282484,-0.184775,373.2148,14.27031,0,0,0.003318849,0.6112061,0,12.07,17.62,-125,0,0,0,-65.89749,-13.75837,12.79115,0
"2022-06-30 02:39:10",3805470,-0.09292778,-8.572673,-0.8269929,321.4702,-0.02896472,-2.282484,-0.1817786,373.6736,14.31407,0,0,0.003318849,0.6112061,0,12.11,17.62,-125,0,0,0,-65.7387,-13.53526,12.79115,0
"2022-06-30 02:39:20",3805471,-0.09292778,-8.572673,-0.8269929,321.2345,-0.02896472,-2.282484,-0.1817786,373.4379,14.27031,0,0,0,0,0,12.11,17.62,-125,0,0,0,-65.7387,-13.53526,12.83174,0
"2022-06-30 02:39:30",3805472,-0.09292778,-8.572673,-0.8200014,321.7902,-0.02896472,-2.282484,-0.1817786,373.4379,14.27031,0,0,0,0,0,12.11,17.62,-125,0,0,0,-65.18294,-13.53526,12.83174,0
"2022-06-30 02:39:40",3805473,-0.08960893,-8.266506,-0.8190026,321.9876,-0.02896472,-2.282484,-0.1817786,373.5559,14.29219,0,0,0,0,0,12.1,17.62,-125,0,0,0,-65.10355,-13.53526,12.87318,0
"2022-06-30 02:39:50",3805474,-0.08960893,-8.266506,-0.8190026,321.8696,-0.02896472,-2.282484,-0.1837762,373.2892,14.27031,0,0,0,0,0,12.06,17.62,-125,0,0,0,-65.10355,-13.684,12.83263,0
"2022-06-30 02:40:00",3805475,-0.08960893,-8.266506,-0.8190026,321.8696,-0.02896472,-2.282484,-0.1877713,372.9917,14.27031,0,0,0,0,0,12.06,17.62,-125,0,0,0,-65.10355,-13.98148,12.91582,0
"2022-06-30 02:40:10",3805476,-0.08960932,-8.266542,-0.8189803,322.1009,-0.02996269,-2.361126,-0.1857687,373.3703,14.31291,0,0,0,0,0,12.07,17.62,-125,0,0,0,-65.10178,-13.83237,12.91582,0
"2022-06-30 02:40:20",3805477,-0.08629046,-7.960374,-0.8189803,322.2127,-0.03096145,-2.439831,-0.1837712,373.6309,14.33366,0,0,0.003318864,0.6112088,0,12.11,17.62,-125,0,0,0,-65.10178,-13.68363,12.95818,0
